42.57,0.006
42.57,0.007
42.57,0.001
42.66,0.025
42.66,0.003
42.66,0.002
42.66,0.001
42.76,0.021
42.76,0.012
42.76,0.005
42.76,0
42.85,0.058
42.85,0.024
42.85,0.005
42.85,0.002
42.93,0.054
42.93,0.023
42.93,0.022
42.93,0.001
43.01,0.085
43.01,0.006
43.01,0.022
43.01,0.001
43.08,0.183
43.08,0.031
43.08,0.011
43.08,0.002
43.15,0.06
43.15,0.032
43.15,0.018
43.15,0
43.21,0.033
43.21,0.012
43.21,0.011
43.21,0.002
43.27,0.11
43.27,0.021
43.27,0.007
43.27,0.003
43.33,0.102
43.33,0.017
43.33,0.008
43.33,0
43.38,0.117
43.38,0.006
43.38,0.004
43.38,0.002
43.42,0.13
43.42,0.009
43.42,0.01
43.42,0.002
43.46,0.035
43.46,0.019
43.46,0.01
43.46,0.001
43.5,0.166
43.5,0.003
43.5,0.003
43.5,0
43.53,0.029
43.53,0.016
43.53,0.012
43.53,0.001
43.56,0.078
43.56,0.013
43.56,0.008
43.56,0.002
43.58,0.235
43.58,0.002
43.58,0.004
43.58,0.002
43.59,0.113
43.59,0.002
43.59,0.003
43.59,0.001
43.61,0.136
43.61,0.007
43.61,0.001
43.61,0.003
43.61,0.028
43.61,0.03
43.61,0.005
43.61,0.002
43.62,0.193
43.62,0.023
43.62,0.01
43.62,0.001
43.61,0.198
43.61,0.019
43.61,0.018
43.61,0.003
43.61,0.152
43.61,0.035
43.61,0.005
43.61,0.001
43.59,0.107
43.59,0.016
43.59,0.017
43.59,0.001
43.58,0.074
43.58,0.021
43.58,0.009
43.58,0.002
43.56,0.082
43.56,0.013
43.56,0.002
43.56,0.002
43.53,0.116
43.53,0.007
43.53,0.01
43.53,0.001
43.5,0.018
43.5,0.017
43.5,0.005
43.5,0.001
43.46,0.133
43.46,0.009
43.46,0.027
43.46,0
43.42,0.021
43.42,0.04
43.42,0.028
43.42,0.002
43.38,0.051
43.38,0.011
43.38,0.014
43.38,0.003
43.33,0.171
43.33,0.045
43.33,0.028
43.33,0.002
43.27,0.041
43.27,0.019
43.27,0.012
43.27,0.002
43.21,0.077
43.21,0.018
43.21,0.005
43.21,0.001
43.15,0.049
43.15,0.012
43.15,0.005
43.15,0.003
43.08,0.083
43.08,0.006
43.08,0.017
43.08,0.001
43.01,0.111
43.01,0.008
43.01,0.007
43.01,0.001
42.93,0.123
42.93,0.011
42.93,0.004
42.93,0.002
42.85,0.121
42.85,0.006
42.85,0.012
42.85,0.002
42.76,0.167
42.76,0.015
42.76,0.004
42.76,0.001
42.67,0.105
42.67,0.007
42.67,0.003
42.67,0.002
42.58,0.059
42.58,0.006
42.58,0.025
42.58,0
42.48,0.16
42.48,0.018
42.48,0.007
42.48,0
42.38,0.207
42.38,0.004
42.38,0.024
42.38,0.001
42.27,0.029
42.27,0.018
42.27,0.011
42.27,0
42.16,0.054
42.16,0.009
42.16,0.01
42.16,0.001
42.04,0.031
42.04,0.01
42.04,0.011
42.04,0.003
41.92,0.148
41.92,0.023
41.92,0.025
41.92,0.003
41.8,0.098
41.8,0.024
41.8,0.005
41.8,0.001
41.67,0.063
41.67,0.03
41.67,0.03
41.67,0.003
41.53,0.026
41.53,0.039
41.53,0.02
41.53,0.002
41.4,0.184
41.4,0.015
41.4,0.023
41.4,0.002
41.26,0.015
41.26,0.026
41.26,0.017
41.26,0
41.12,0.063
41.12,0.008
41.12,0.021
41.12,0.002
40.97,0.026
40.97,0.011
40.97,0.012
40.97,0.002
40.82,0.173
40.82,0.002
40.82,0.019
40.82,0.001
40.66,0.099
40.66,0.002
40.66,0.006
40.66,0.004
40.5,0.311
40.5,0.013
40.5,0.027
40.5,0.001
40.33,0.081
40.33,0.005
40.33,0.012
40.33,0.001
40.17,0.038
40.17,0.026
40.17,0.024
40.17,0.004
40,0.01
40,0.004
40,0.03
40,0.003
39.83,0.107
39.83,0.019
39.83,0.014
39.83,0.004
39.65,0.063
39.65,0.008
39.65,0.031
39.65,0.001
39.47,0.109
39.47,0.015
39.47,0.008
39.47,0.003
39.29,0.056
39.29,0.006
39.29,0.02
39.29,0.002
39.11,0.101
39.11,0.043
39.11,0.004
39.11,0.001
38.92,0.071
38.92,0.014
38.92,0.004
38.92,0.002
38.73,0.1
38.73,0.052
38.73,0.008
38.73,0
38.53,0.166
38.53,0.009
38.53,0.003
38.53,0.004
38.34,0.174
38.34,0.02
38.34,0.01
38.34,0.003
38.14,0.188
38.14,0.019
38.14,0.016
38.14,0.003
37.93,0.066
37.93,0.027
37.93,0.011
37.93,0.004
37.73,0.155
37.73,0.031
37.73,0.024
37.73,0.003
37.52,0.044
37.52,0.061
37.52,0.02
37.52,0.001
37.31,0.083
37.31,0.03
37.31,0.024
37.31,0.002
37.1,0.138
37.1,0.086
37.1,0.018
37.1,0.003
36.88,0.062
36.88,0.022
36.88,0.011
36.88,0.002
36.66,0.178
36.66,0.076
36.66,0.042
36.66,0.002
36.44,0.184
36.44,0.033
36.44,0.017
36.44,0.002
36.22,0.27
36.22,0.017
36.22,0.054
36.22,0.003
35.99,0.289
35.99,0.043
35.99,0.008
35.99,0.003
35.76,0.091
35.76,0.017
35.76,0.024
35.76,0.001
35.54,0.03
35.54,0.032
35.54,0.003
35.54,0.001
35.3,0.041
35.3,0.033
35.3,0.007
35.3,0.001
35.07,0.11
35.07,0.009
35.07,0.02
35.07,0.006
34.83,0.068
34.83,0.039
34.83,0.019
34.83,0.005
34.6,0.28
34.6,0.013
34.6,0.004
34.6,0.003
34.36,0.168
34.36,0.015
34.36,0.037
34.36,0.002
34.12,0.189
34.12,0.021
34.12,0.039
34.12,0.005
33.87,0.042
33.87,0.039
33.87,0.01
33.87,0.003
33.63,0.117
33.63,0.008
33.63,0.007
33.63,0
33.38,0.041
33.38,0.039
33.38,0.004
33.38,0.001
33.13,0.179
33.13,0.012
33.13,0.04
33.13,0
32.88,0.083
32.88,0.02
32.88,0.012
32.88,0
32.63,0.101
32.63,0.035
32.63,0.043
32.63,0.002
32.38,0.096
32.38,0.028
32.38,0.029
32.38,0.002
32.12,0.214
32.12,0.055
32.12,0.007
32.12,0.003
31.87,0.021
31.87,0.008
31.87,0.007
31.87,0.002
31.61,0.113
31.61,0.011
31.61,0.002
31.61,0.006
31.35,0.016
31.35,0.015
31.35,0.019
31.35,0.001
31.09,0.067
31.09,0.006
31.09,0.02
31.09,0.002
30.83,0.131
30.83,0.012
30.83,0.02
30.83,0.005
30.57,0.182
30.57,0.008
30.57,0.015
30.57,0.003
30.31,0.072
30.31,0.003
30.31,0.027
30.31,0.003
30.04,0.195
30.04,0.003
30.04,0.007
30.04,0.001
29.76,0.191
29.76,0.017
29.76,0.026
29.76,0.003
29.51,0.213
29.51,0.011
29.51,0.015
29.51,0.002
29.25,0.327
29.25,0.009
29.25,0.007
29.25,0.001
28.98,0.086
28.98,0.019
28.98,0.013
28.98,0.004
28.71,0.157
28.71,0.007
28.71,0.003
28.71,0.003
28.44,0.037
28.44,0.008
28.44,0.013
28.44,0.002
28.17,0.062
28.17,0.022
28.17,0.012
28.17,0.003
27.9,0.066
27.9,0.017
27.9,0.032
27.9,0.003
27.63,0.15
27.63,0.012
27.63,0.022
27.63,0.003
27.36,0.073
27.36,0.016
27.36,0.022
27.36,0.001
27.08,0.064
27.08,0.017
27.08,0.005
27.08,0
26.81,0.093
26.81,0.009
26.81,0.012
26.81,0.001
26.54,0.148
26.54,0.001
26.54,0.017
26.54,0.001
26.26,0.046
26.26,0.002
26.26,0.026
26.26,0.002
25.99,0.012
25.99,0.01
25.99,0.017
25.99,0.001
25.71,0.103
25.71,0.007
25.71,0.014
25.71,0.002
25.43,0.131
25.43,0.025
25.43,0.022
25.43,0.002
25.16,0.028
25.16,0.032
25.16,0.022
25.16,0.001
24.88,0.161
24.88,0.007
24.88,0.018
24.88,0.001
24.61,0.057
24.61,0.045
24.61,0.019
24.61,0
24.33,0.156
24.33,0.031
24.33,0.009
24.33,0.001
24.05,0.241
24.05,0.04
24.05,0.013
24.05,0.003
23.78,0.071
23.78,0.029
23.78,0.018
23.78,0.002
23.5,0.161
23.5,0.006
23.5,0.006
23.5,0.002
23.22,0.028
23.22,0.028
23.22,0.016
23.22,0.002
22.94,0.055
22.94,0.014
22.94,0.022
22.94,0.003
22.66,0.153
22.66,0.031
22.66,0.023
22.66,0.002
22.39,0.254
22.39,0.026
22.39,0.017
22.39,0.002
22.11,0.359
22.11,0.006
22.11,0.054
22.11,0.001
21.83,0.05
21.83,0.043
21.83,0.013
21.83,0.002
21.56,0.086
21.56,0.036
21.56,0.047
21.56,0.003
21.28,0.221
21.28,0.02
21.28,0.061
21.28,0.007
21,0.249
21,0.02
21,0.034
21,0.005
20.72,0.136
20.72,0.027
20.72,0.057
20.72,0.002
20.45,0.143
20.45,0.012
20.45,0.103
20.45,0.001
20.17,0.055
20.17,0.055
20.17,0.034
20.17,0.004
19.89,0.322
19.89,0.02
19.89,0.061
19.89,0.004
19.62,0.072
19.62,0.045
19.62,0.034
19.62,0.002
19.34,0.233
19.34,0.04
19.34,0.029
19.34,0.001
19.06,0.135
19.06,0.032
19.06,0.062
19.06,0.004
18.79,0.382
18.79,0.046
18.79,0.007
18.79,0.005
18.51,0.213
18.51,0.032
18.51,0.039
18.51,0.003
18.24,0.101
18.24,0.044
18.24,0.105
18.24,0.003
17.97,0.24
17.97,0.031
17.97,0.008
17.97,0.001
17.69,0.31
17.69,0.037
17.69,0.042
17.69,0.001
17.42,0.808
17.42,0.041
17.42,0.091
17.42,0.001
17.15,0.133
17.15,0.073
17.15,0.068
17.15,0.004
16.88,0.219
16.88,0.145
16.88,0.014
16.88,0.004
16.6,0.697
16.6,0.048
16.6,0.024
16.6,0.007
16.32,0.619
16.32,0.006
16.32,0.048
16.32,0.002
16.06,0.549
16.06,0.048
16.06,0.056
16.06,0.002
15.79,0.307
15.79,0.131
15.79,0.009
15.79,0.002
15.52,0.225
15.52,0.027
15.52,0.026
15.52,0.003
15.25,0.278
15.25,0.025
15.25,0.022
15.25,0.001
14.99,0.299
14.99,0.091
14.99,0.02
14.99,0.006
14.72,0.332
14.72,0.111
14.72,0.016
14.72,0.001
14.45,0.314
14.45,0.017
14.45,0.077
14.45,0.001
14.19,0.192
14.19,0.068
14.19,0.069
14.19,0.003
13.92,0.176
13.92,0.017
13.92,0.098
13.92,0.002
13.66,0.276
13.66,0.082
13.66,0.07
13.66,0.002
13.4,0.267
13.4,0.034
13.4,0.112
13.4,0.002
13.13,0.071
13.13,0.073
13.13,0.15
13.13,0.008
12.87,0.201
12.87,0.027
12.87,0.099
12.87,0.01
12.61,0.733
12.61,0.04
12.61,0.15
12.61,0.006
12.35,0.623
12.35,0.093
12.35,0.053
12.35,0.001
12.09,0.598
12.09,0.073
12.09,0.028
12.09,0.001
11.83,0.676
11.83,0.07
11.83,0.04
11.83,0.003
11.58,0.282
11.58,0.07
11.58,0.039
11.58,0.006
6.2,0.339
5.51,1.277
5.51,0.041
5.28,2.239
5.28,0.033
5.06,0.163
5.06,0.013
8.85,0.601
9.02,0.679
9.02,0.033
9.02,0.123
9.02,0.415
9.19,0.312
9.19,0.117
9.36,0.562
9.36,0.313
9.36,0.459
9.36,0.036
9.53,1.366
9.53,0.368
9.53,0.041
9.53,0.021
9.7,0.545
9.7,0.114
9.7,0.049
9.7,0.004
9.87,1.013
9.87,0.022
9.87,0.087
9.87,0.006
10.04,1.503
10.04,0.094
10.04,0.264
10.21,0.342
10.21,0.251
10.21,0.559
10.38,0.296
10.38,0.066
10.38,0.035
10.38,0.678
10.54,0.296
10.54,0.121
10.54,0.025
10.54,0.008
10.71,0.909
10.71,0.013
10.71,0.124
10.71,0.009
10.88,0.262
10.88,0.064
10.88,0.268
10.88,0.024
11.05,0.364
11.05,0.151
11.05,0.097
11.05,0.01
11.21,0.234
11.21,0.05
11.21,0.152
11.21,0.027
11.38,0.203
11.38,0.14
11.38,0.029
11.38,0.004
11.54,0.981
11.54,0.054
11.54,0.082
11.54,0.018
11.71,0.464
11.71,0.101
11.71,0.147
11.71,0.011
11.87,0.528
11.87,0.099
11.87,0.057
11.87,0.002
12.04,0.627
12.04,0.012
12.04,0.094
12.04,0.01
12.2,0.206
12.2,0.05
12.2,0.073
12.2,0.001
12.36,0.051
12.36,0.033
12.36,0.017
12.36,0.002
12.53,0.082
12.53,0.008
12.53,0.024
12.53,0.006
12.69,0.536
12.69,0.026
12.69,0.002
12.69,0.003
12.86,0.272
12.86,0.039
12.86,0.029
12.86,0.004
13.02,1.109
13.02,0.007
13.02,0.011
13.02,0.001
13.18,0.843
13.18,0.044
13.18,0.063
13.18,0.003
13.34,0.389
13.34,0.015
13.34,0.016
13.34,0.004
13.51,1.361
13.51,0.069
13.51,0.069
13.51,0.001
13.68,0.095
13.68,0.015
13.68,0.086
13.68,0.194
13.83,1.108
13.83,0.039
13.83,0.022
13.83,0.344
14,0.177
14,0.004
14,0.128
14,0.004
14.16,0.234
14.16,0.02
14.16,0.097
14.16,0.001
14.32,0.186
14.32,0.08
14.32,0.032
14.32,0.004
14.48,0.246
14.48,0.018
14.48,0.045
14.48,0.007
14.64,0.096
14.64,0.05
14.64,0.027
14.64,0.008
14.8,0.153
14.8,0.038
14.8,0.014
14.8,0.016
14.96,0.085
14.96,0.037
14.96,0.059
14.96,0.006
15.12,0.333
15.12,0.057
15.12,0.044
15.12,0.013
15.29,0.176
15.29,0.044
15.29,0.011
15.29,0.005
15.44,0.575
15.44,0.003
15.44,0.084
15.44,0.012
15.6,0.231
15.6,0.002
15.6,0.082
15.6,0.017
15.76,0.511
15.76,0.112
15.76,0.055
15.76,0.008
15.92,0.529
15.92,0.033
15.92,0.023
15.92,0.011
16.09,0.224
16.09,0.082
16.09,0.009
16.09,0.01
16.24,0.571
16.24,0.027
16.24,0.039
16.24,0.004
16.4,0.138
16.4,0.014
16.4,0.037
16.4,0.003
16.56,0.165
16.56,0.036
16.56,0.03
16.56,0.001
16.72,0.113
16.72,0.005
16.72,0.042
16.72,0.001
16.88,0.415
16.88,0.044
16.88,0.032
16.88,0.006
17.04,0.118
17.04,0.036
17.04,0.035
17.04,0.011
17.2,0.124
17.2,0.01
17.2,0.045
17.2,0.009
17.36,0.425
17.36,0.028
17.36,0.006
17.36,0.003
17.52,0.113
17.52,0.035
17.52,0.008
17.52,0.006
17.68,0.355
17.68,0.004
17.68,0.026
17.68,0.001
17.84,0.203
17.84,0.009
17.84,0.011
17.84,0.002
18,0.237
18,0.016
18,0.025
18,0.01
18.16,0.105
18.16,0.006
18.16,0.017
18.16,0.011
18.32,0.535
18.32,0.004
18.32,0.032
18.32,0.007
18.48,0.294
18.48,0.02
18.48,0.012
18.48,0.03
18.64,0.141
18.64,0.058
18.64,0.007
18.64,0.005
18.8,0.279
18.8,0.035
18.8,0.025
18.8,0.002
18.96,0.159
18.96,0.025
18.96,0.036
